SaleID,Date,Delivery_Date,ChannelID,CustomerID,BranchID,EmployeeID,ProductID,Quantity,Total,Price
233,2020-03-07,2020-03-08,2,1549,13,13001674,42995,1,364.0,364.0
234,2020-05-29,2020-06-07,2,3250,13,13001674,42904,1,135.0,135.0
252,2019-03-08,2019-03-16,3,1286,13,13001516,42787,2,2732.84,1366.42
253,2019-06-04,2019-06-07,3,1117,13,13001516,42763,2,4236.76,2118.38
259,2019-05-07,2019-05-16,1,2939,13,13001516,42861,1,542.0,542.0
260,2019-08-19,2019-08-22,2,1270,13,13001516,42859,1,610.0,610.0
261,2020-03-31,2020-04-03,2,1854,13,13001516,42877,1,560.0,560.0
269,2019-02-01,2019-02-09,3,1788,13,13001516,43010,3,1161.0,387.0
270,2019-12-14,2019-12-20,3,928,13,13001516,43010,2,774.0,387.0
305,2019-02-15,2019-02-16,1,1645,13,13001516,42777,2,5115.0,2557.5
306,2019-03-05,2019-03-10,3,773,13,13001516,42793,3,2615.58,871.86
307,2019-07-15,2019-07-17,1,292,13,13001516,42818,3,5722.86,1907.62
308,2019-07-15,2019-07-18,2,442,13,13001516,42810,2,2565.64,1282.82
309,2019-09-02,2019-09-03,2,2946,13,13001516,42799,2,3072.08,1536.04
310,2019-11-14,2019-11-22,2,1854,13,13001516,42788,2,843.92,421.96
311,2019-12-13,2019-12-16,2,1865,13,13001516,42777,2,5115.0,2557.5
312,2020-01-27,2020-01-28,1,109,13,13001516,42760,2,3274.48,1637.24
313,2020-04-13,2020-04-21,2,2809,13,13001516,42792,3,1439.46,479.82
314,2020-05-27,2020-06-04,1,721,13,13001516,42764,3,4157.34,1385.78
351,2019-01-01,2019-01-02,2,1693,13,13001516,42825,1,554.18,554.18
352,2019-02-07,2019-02-08,2,1789,13,13001516,42855,2,2260.0,1130.0
353,2019-03-26,2019-03-27,2,223,13,13001516,42860,2,1174.0,587.0
354,2019-04-04,2019-04-09,1,2579,13,13001516,42858,2,1010.0,505.0
355,2019-06-27,2019-07-02,2,3271,13,13001516,42883,2,996.0,498.0
356,2019-07-08,2019-07-09,2,2735,13,13001516,42883,3,1494.0,498.0
357,2019-10-18,2019-10-19,2,2798,13,13001516,42855,1,1130.0,1130.0
358,2020-01-17,2020-01-22,2,178,13,13001516,42836,2,1646.48,823.24
359,2020-02-27,2020-02-28,2,3323,13,13001516,42836,2,1646.48,823.24
360,2020-03-18,2020-03-21,2,1066,13,13001516,42827,2,1024.76,512.38
361,2020-04-04,2020-04-06,1,966,13,13001516,42869,2,398.0,199.0
391,2019-01-09,2019-01-12,1,3090,13,13001516,42905,3,1368.0,456.0
392,2019-01-17,2019-01-21,3,1416,13,13001516,42927,1,91.0,91.0
393,2019-02-15,2019-02-17,1,3005,13,13001516,42920,1,789.0,789.0
394,2019-03-14,2019-03-21,2,974,13,13001516,42938,2,5358.0,2679.0
395,2019-03-19,2019-03-29,2,1638,13,13001516,42912,2,3308.0,1654.0
396,2019-04-01,2019-04-02,2,1878,13,13001516,42935,3,7368.0,2456.0
398,2019-06-05,2019-06-07,2,1100,13,13001516,42886,1,498.0,498.0
399,2019-06-17,2019-06-24,1,1213,13,13001516,42905,2,912.0,456.0
400,2019-06-17,2019-06-21,2,1731,13,13001516,42891,1,515.0,515.0
401,2019-07-09,2019-07-10,2,2689,13,13001516,42920,1,789.0,789.0
402,2019-09-23,2019-09-24,2,2906,13,13001516,42909,3,4500.0,1500.0
403,2019-10-29,2019-11-03,2,3301,13,13001516,42930,1,156.0,156.0
404,2019-11-02,2019-11-07,2,354,13,13001516,42900,3,735.0,245.0
405,2019-12-10,2019-12-14,2,731,13,13001516,42932,1,156.0,156.0
406,2019-12-11,2019-12-19,1,164,13,13001516,42907,3,1368.0,456.0
407,2020-02-01,2020-02-06,1,1616,13,13001516,42923,3,2259.0,753.0
408,2020-04-01,2020-04-05,2,2823,13,13001516,42890,2,1030.0,515.0
409,2020-04-06,2020-04-07,2,3390,13,13001516,42908,2,2956.0,1478.0
410,2020-05-02,2020-05-09,2,1641,13,13001516,42916,3,4068.0,1356.0
431,2019-01-07,2019-01-15,2,3350,13,13001516,42961,2,5734.0,2867.0
432,2019-03-22,2019-03-27,2,476,13,13001516,42995,2,728.0,364.0
433,2019-05-04,2019-05-05,1,1052,13,13001516,42977,2,222.0,111.0
434,2019-05-17,2019-05-22,2,649,13,13001516,43001,1,625.0,625.0
435,2019-07-10,2019-07-15,1,412,13,13001516,42971,2,5524.0,2762.0
436,2019-11-27,2019-11-29,2,1397,13,13001516,42987,1,456.0,456.0
437,2020-02-03,2020-02-04,1,946,13,13001516,43000,2,748.0,374.0
438,2020-02-25,2020-02-27,2,1,13,13001516,42977,3,333.0,111.0
452,2019-04-22,2019-04-26,2,2962,13,13001516,43037,3,3411.0,1137.0
453,2019-09-21,2019-10-01,2,184,13,13001516,43021,2,870.0,435.0
454,2019-11-08,2019-11-12,1,3351,13,13001516,43030,2,2350.0,1175.0
455,2020-03-24,2020-03-29,2,3011,13,13001516,43029,2,2188.0,1094.0
456,2020-04-18,2020-04-21,2,1690,13,13001516,42990,2,706.0,353.0
457,2020-05-13,2020-05-16,2,534,13,13001516,42768,3,5771.04,1923.68
458,2020-02-18,2020-02-21,3,1879,13,13001516,42846,2,5693.16,2846.58
459,2020-02-29,2020-03-02,2,720,13,13001516,42848,2,3176.0,1588.0
460,2020-03-23,2020-03-31,2,2699,13,13001516,42879,2,1120.0,560.0
461,2020-04-21,2020-04-28,2,3368,13,13001516,42950,3,7809.0,2603.0
462,2020-03-07,2020-03-08,1,1549,13,13001516,42995,2,728.0,364.0
463,2020-05-02,2020-05-04,2,2457,13,13001516,43023,2,1286.0,643.0
464,2020-04-24,2020-04-25,1,1652,13,13001516,43034,3,3012.0,1004.0
465,2020-05-07,2020-05-10,2,289,13,13001516,43013,2,708.0,354.0
467,2019-01-09,2019-01-12,2,1812,13,13001330,42766,1,7011.62,7011.62
468,2019-01-17,2019-01-18,1,935,13,13001330,42764,1,1385.78,1385.78
476,2019-02-14,2019-02-22,1,3029,13,13001330,43010,1,387.0,387.0
477,2019-10-21,2019-10-24,2,667,13,13001330,42992,2,1140.0,570.0
484,2019-03-08,2019-03-16,3,1286,13,13001330,42787,2,2732.84,1366.42
485,2019-11-12,2019-11-21,3,273,13,13001330,42754,2,2475.0,1237.5
492,2020-03-31,2020-04-03,2,1854,13,13001330,42877,2,1120.0,560.0
500,2019-02-01,2019-02-09,2,1788,13,13001330,43010,3,1161.0,387.0
501,2019-10-16,2019-10-19,2,2740,13,13001330,42963,1,2355.0,2355.0
531,2019-02-15,2019-02-16,3,1645,13,13001330,42777,2,5115.0,2557.5
532,2019-04-11,2019-04-16,2,884,13,13001330,42784,3,5246.34,1748.78
533,2019-05-08,2019-05-15,2,1203,13,13001330,42799,3,4608.12,1536.04
535,2019-07-15,2019-07-17,2,292,13,13001330,42818,1,1907.62,1907.62
536,2019-09-02,2019-09-03,1,2946,13,13001330,42799,2,3072.08,1536.04
537,2019-09-10,2019-09-13,3,596,13,13001330,42777,2,5115.0,2557.5
538,2019-10-05,2019-10-12,2,1597,13,13001330,42770,1,3597.22,3597.22
539,2019-11-05,2019-11-10,1,1417,13,13001330,42737,1,1658.0,1658.0
540,2019-11-14,2019-11-22,3,1854,13,13001330,42788,1,421.96,421.96
541,2019-12-19,2019-12-26,2,1788,13,13001330,42799,2,3072.08,1536.04
542,2020-04-10,2020-04-11,3,333,13,13001330,42791,1,258.28,258.28
543,2020-04-13,2020-04-21,3,2809,13,13001330,42792,2,959.64,479.82
580,2019-01-01,2019-01-02,3,1693,13,13001330,42825,3,1662.54,554.18
581,2019-01-17,2019-01-24,2,432,13,13001330,42822,2,1633.72,816.86
582,2019-03-26,2019-03-27,2,223,13,13001330,42860,2,1174.0,587.0
583,2019-04-04,2019-04-09,1,2579,13,13001330,42858,2,1010.0,505.0
584,2019-04-19,2019-04-23,1,1632,13,13001330,42859,1,610.0,610.0
585,2019-07-08,2019-07-09,2,2735,13,13001330,42883,1,498.0,498.0
586,2019-07-10,2019-07-17,2,535,13,13001330,42839,3,1059.96,353.32
587,2019-12-03,2019-12-07,2,2867,13,13001330,42859,2,1220.0,610.0
588,2020-02-27,2020-02-28,2,3323,13,13001330,42836,2,1646.48,823.24
589,2020-03-18,2020-03-21,2,1066,13,13001330,42827,2,1024.76,512.38
590,2020-04-20,2020-04-25,3,451,13,13001330,42870,2,356.0,178.0
630,2019-03-20,2019-03-27,1,165,13,13001330,42906,3,963.0,321.0
631,2019-04-01,2019-04-02,2,1878,13,13001330,42935,2,4912.0,2456.0
633,2019-06-17,2019-06-24,2,1213,13,13001330,42905,2,912.0,456.0
634,2019-06-17,2019-06-21,3,1731,13,13001330,42891,2,1030.0,515.0
635,2019-07-12,2019-07-16,3,1580,13,13001330,42886,2,996.0,498.0
636,2019-08-17,2019-08-19,2,1293,13,13001330,42945,2,6420.0,3210.0
637,2019-09-23,2019-09-24,2,2906,13,13001330,42909,1,1500.0,1500.0
638,2019-10-29,2019-11-03,2,3301,13,13001330,42930,3,468.0,156.0
639,2019-11-02,2019-11-07,1,354,13,13001330,42900,1,245.0,245.0
640,2019-12-04,2019-12-12,2,1817,13,13001330,42938,2,5358.0,2679.0
641,2019-12-11,2019-12-19,3,164,13,13001330,42907,3,1368.0,456.0
642,2020-04-01,2020-04-05,1,2823,13,13001330,42890,2,1030.0,515.0
643,2020-05-02,2020-05-09,3,1641,13,13001330,42916,1,1356.0,1356.0
672,2019-03-08,2019-03-10,1,568,13,13001330,42975,2,430.0,215.0
673,2019-03-22,2019-03-27,2,476,13,13001330,42995,2,728.0,364.0
674,2019-07-10,2019-07-15,1,412,13,13001330,42971,2,5524.0,2762.0
675,2019-07-10,2019-07-15,2,564,13,13001330,43012,3,1530.0,510.0
676,2019-07-19,2019-07-24,2,713,13,13001330,42964,2,5648.0,2824.0
677,2019-09-24,2019-09-29,1,2532,13,13001330,43009,1,563.0,563.0
678,2019-11-27,2019-11-29,2,1397,13,13001330,42987,2,912.0,456.0
679,2019-12-07,2019-12-12,2,902,13,13001330,42990,2,706.0,353.0
680,2019-12-11,2019-12-16,3,1306,13,13001330,42979,2,226.0,113.0
681,2019-12-14,2019-12-19,2,2835,13,13001330,43011,2,774.0,387.0
682,2020-02-06,2020-02-11,2,1095,13,13001330,42990,1,353.0,353.0
694,2019-04-27,2019-05-02,1,166,13,13001330,43033,1,1182.0,1182.0
695,2019-07-09,2019-07-10,1,1204,13,13001330,43017,2,716.0,358.0
696,2019-11-02,2019-11-03,1,537,13,13001330,43036,2,1488.0,744.0
697,2019-11-08,2019-11-12,3,3351,13,13001330,43030,2,2350.0,1175.0
698,2020-05-13,2020-05-16,2,534,13,13001330,42768,2,3847.36,1923.68
699,2020-02-18,2020-02-21,2,1879,13,13001330,42846,2,5693.16,2846.58
700,2020-02-29,2020-03-02,1,720,13,13001330,42848,3,4764.0,1588.0
701,2020-04-29,2020-05-01,2,1549,13,13001330,42827,3,1537.1399999999999,512.38
702,2020-03-23,2020-03-31,2,2699,13,13001330,42879,2,1120.0,560.0
703,2020-04-24,2020-04-25,2,1652,13,13001330,43034,1,1004.0,1004.0
704,2020-05-29,2020-06-07,3,3250,13,13001330,42904,3,405.0,135.0
706,2019-01-17,2019-01-18,3,935,13,13001657,42764,2,2771.56,1385.78
707,2019-08-03,2019-08-06,1,2928,13,13001657,42786,1,795.74,795.74
714,2019-03-16,2019-03-17,2,1003,13,13001657,42894,2,1030.0,515.0
721,2019-02-14,2019-02-22,2,3029,13,13001657,43010,2,774.0,387.0
722,2019-09-21,2019-09-22,3,2854,13,13001657,42958,2,7526.0,3763.0
729,2019-06-04,2019-06-07,2,1117,13,13001657,42763,2,4236.76,2118.38
730,2019-11-12,2019-11-21,3,273,13,13001657,42754,1,1237.5,1237.5
736,2019-05-07,2019-05-16,3,2939,13,13001657,42861,2,1084.0,542.0
737,2019-08-19,2019-08-22,2,1270,13,13001657,42859,3,1830.0,610.0
738,2020-03-31,2020-04-03,2,1854,13,13001657,42877,2,1120.0,560.0
740,2019-06-14,2019-06-23,1,2996,13,13001657,42923,2,1506.0,753.0
746,2019-02-01,2019-02-09,1,1788,13,13001657,43010,3,1161.0,387.0
747,2019-10-16,2019-10-19,2,2740,13,13001657,42963,2,4710.0,2355.0
748,2019-12-14,2019-12-20,2,928,13,13001657,43010,2,774.0,387.0
777,2019-01-22,2019-01-26,3,3357,13,13001657,42789,1,218.02,218.02
778,2019-02-15,2019-02-16,1,1645,13,13001657,42777,2,5115.0,2557.5
779,2019-05-08,2019-05-15,1,1203,13,13001657,42799,2,3072.08,1536.04
780,2019-06-03,2019-06-08,1,3237,13,13001657,42798,2,3112.56,1556.28
781,2019-07-15,2019-07-17,3,292,13,13001657,42818,2,3815.24,1907.62
782,2019-09-02,2019-09-03,2,2946,13,13001657,42799,1,1536.04,1536.04
783,2019-11-05,2019-11-10,2,1417,13,13001657,42737,1,1658.0,1658.0
784,2019-12-06,2019-12-11,2,272,13,13001657,42761,3,4153.38,1384.46
785,2019-12-19,2019-12-26,2,1788,13,13001657,42799,1,1536.04,1536.04
786,2020-01-27,2020-01-28,2,109,13,13001657,42760,3,4911.72,1637.24
822,2019-03-26,2019-03-27,2,223,13,13001657,42860,2,1174.0,587.0
823,2019-04-19,2019-04-23,2,1632,13,13001657,42859,3,1830.0,610.0
824,2019-06-27,2019-07-02,2,3271,13,13001657,42883,3,1494.0,498.0
825,2019-07-10,2019-07-17,2,535,13,13001657,42839,1,353.32,353.32
826,2020-02-24,2020-03-03,2,427,13,13001657,42855,1,1130.0,1130.0
827,2020-03-18,2020-03-21,2,1066,13,13001657,42827,2,1024.76,512.38
828,2020-04-04,2020-04-06,2,966,13,13001657,42869,1,199.0,199.0
829,2020-04-17,2020-04-27,2,56,13,13001657,42849,2,3084.0,1542.0
830,2020-04-20,2020-04-25,3,451,13,13001657,42870,2,356.0,178.0
864,2019-01-09,2019-01-12,2,3090,13,13001657,42905,1,456.0,456.0
865,2019-02-22,2019-02-23,1,1782,13,13001657,42927,1,91.0,91.0
866,2019-03-19,2019-03-29,1,1638,13,13001657,42912,3,4962.0,1654.0
867,2019-03-20,2019-03-27,1,165,13,13001657,42906,2,642.0,321.0
868,2019-04-01,2019-04-02,1,1878,13,13001657,42935,1,2456.0,2456.0
869,2019-06-05,2019-06-07,2,1100,13,13001657,42886,1,498.0,498.0
870,2019-06-04,2019-06-08,2,1475,13,13001657,42939,2,5830.0,2915.0
871,2019-06-17,2019-06-24,2,1213,13,13001657,42905,3,1368.0,456.0
872,2019-06-17,2019-06-21,1,1731,13,13001657,42891,1,515.0,515.0
873,2019-07-09,2019-07-10,3,2689,13,13001657,42920,1,789.0,789.0
874,2019-10-08,2019-10-12,2,2652,13,13001657,42930,2,312.0,156.0
875,2019-11-02,2019-11-07,3,354,13,13001657,42900,2,490.0,245.0
876,2020-04-01,2020-04-05,2,2823,13,13001657,42890,1,515.0,515.0
877,2020-04-06,2020-04-07,3,3390,13,13001657,42908,3,4434.0,1478.0
878,2020-04-16,2020-04-21,2,542,13,13001657,42948,1,2786.0,2786.0
879,2020-04-18,2020-04-22,2,2881,13,13001657,42942,1,2749.0,2749.0
901,2019-03-21,2019-03-28,2,921,13,13001657,42982,2,26.0,13.0
902,2019-03-22,2019-03-27,3,476,13,13001657,42995,1,364.0,364.0
903,2019-05-04,2019-05-05,2,1052,13,13001657,42977,2,222.0,111.0
904,2019-05-17,2019-05-22,1,649,13,13001657,43001,3,1875.0,625.0
905,2019-07-10,2019-07-15,2,412,13,13001657,42971,3,8286.0,2762.0
906,2019-07-19,2019-07-24,3,713,13,13001657,42964,2,5648.0,2824.0
907,2019-09-24,2019-09-29,1,2532,13,13001657,43009,1,563.0,563.0
908,2019-12-11,2019-12-16,1,1306,13,13001657,42979,2,226.0,113.0
909,2020-02-03,2020-02-04,1,946,13,13001657,43000,2,748.0,374.0
921,2019-04-03,2019-04-06,2,1835,13,13001657,43035,2,2318.0,1159.0
922,2019-04-27,2019-05-02,3,166,13,13001657,43033,2,2364.0,1182.0
923,2019-06-21,2019-06-23,3,1854,13,13001657,43037,2,2274.0,1137.0
924,2019-07-09,2019-07-10,2,1204,13,13001657,43017,3,1074.0,358.0
925,2019-09-21,2019-10-01,3,184,13,13001657,43021,2,870.0,435.0
926,2020-01-17,2020-01-19,1,74,13,13001657,42781,2,4197.6,2098.8
927,2020-01-07,2020-01-10,1,561,13,13001657,42828,2,1812.36,906.18
928,2020-01-30,2020-02-04,2,208,13,13001657,42845,3,2469.7200000000003,823.24
929,2020-01-03,2020-01-11,1,489,13,13001657,42916,3,4068.0,1356.0
930,2020-03-23,2020-03-31,2,2699,13,13001657,42879,1,560.0,560.0
931,2020-03-07,2020-03-08,2,1549,13,13001657,42995,1,364.0,364.0
932,2020-05-02,2020-05-04,2,2457,13,13001657,43023,2,1286.0,643.0
933,2020-04-24,2020-04-25,2,1652,13,13001657,43034,2,2008.0,1004.0
935,2019-01-09,2019-01-12,2,1812,13,13001658,42766,3,21034.86,7011.62
937,2019-08-03,2019-08-06,3,2928,13,13001658,42786,1,795.74,795.74
943,2020-01-30,2020-01-31,2,1828,13,13001658,42887,1,498.0,498.0
950,2019-02-14,2019-02-22,2,3029,13,13001658,43010,3,1161.0,387.0
951,2019-09-21,2019-09-22,1,2854,13,13001658,42958,1,3763.0,3763.0
955,2019-03-08,2019-03-16,2,1286,13,13001658,42787,1,1366.42,1366.42
956,2019-06-04,2019-06-07,2,1117,13,13001658,42763,2,4236.76,2118.38
963,2019-05-07,2019-05-16,3,2939,13,13001658,42861,2,1084.0,542.0
964,2019-08-19,2019-08-22,1,1270,13,13001658,42859,3,1830.0,610.0
967,2019-06-14,2019-06-23,2,2996,13,13001658,42923,1,753.0,753.0
972,2019-02-01,2019-02-09,2,1788,13,13001658,43010,2,774.0,387.0
973,2019-10-16,2019-10-19,2,2740,13,13001658,42963,1,2355.0,2355.0
974,2019-12-14,2019-12-20,3,928,13,13001658,43010,3,1161.0,387.0
1005,2019-06-03,2019-06-08,3,3237,13,13001658,42798,2,3112.56,1556.28
1006,2019-09-02,2019-09-03,3,2946,13,13001658,42799,2,3072.08,1536.04
1007,2019-11-05,2019-11-10,2,1417,13,13001658,42737,2,3316.0,1658.0
1008,2019-11-14,2019-11-22,2,1854,13,13001658,42788,1,421.96,421.96
1009,2019-12-06,2019-12-11,1,272,13,13001658,42761,3,4153.38,1384.46
1011,2019-12-19,2019-12-26,2,1788,13,13001658,42799,2,3072.08,1536.04
1012,2020-01-27,2020-01-28,2,109,13,13001658,42760,1,1637.24,1637.24
1013,2020-04-10,2020-04-11,2,333,13,13001658,42791,2,516.56,258.28
1055,2019-01-17,2019-01-24,3,432,13,13001658,42822,2,1633.72,816.86
1056,2019-02-07,2019-02-08,3,1789,13,13001658,42855,1,1130.0,1130.0
1057,2019-03-06,2019-03-07,2,1651,13,13001658,42873,3,1680.0,560.0
1059,2019-11-01,2019-11-03,2,1532,13,13001658,42833,1,819.06,819.06
1060,2020-01-17,2020-01-22,2,178,13,13001658,42836,2,1646.48,823.24
1061,2020-02-27,2020-02-28,2,3323,13,13001658,42836,2,1646.48,823.24
1098,2019-03-14,2019-03-21,2,974,13,13001658,42938,1,2679.0,2679.0
1099,2019-03-19,2019-03-29,2,1638,13,13001658,42912,3,4962.0,1654.0
1100,2019-03-20,2019-03-27,2,165,13,13001658,42906,2,642.0,321.0
1101,2019-04-01,2019-04-02,2,1878,13,13001658,42935,2,4912.0,2456.0
1103,2019-06-04,2019-06-08,2,1475,13,13001658,42939,3,8745.0,2915.0
1104,2019-06-17,2019-06-24,2,1213,13,13001658,42905,1,456.0,456.0
1105,2019-06-17,2019-06-21,2,1731,13,13001658,42891,3,1545.0,515.0
1106,2019-07-09,2019-07-10,2,2689,13,13001658,42920,2,1578.0,789.0
1107,2019-09-23,2019-09-24,3,2906,13,13001658,42909,2,3000.0,1500.0
1108,2019-10-08,2019-10-12,2,2652,13,13001658,42930,1,156.0,156.0
1109,2019-10-29,2019-11-03,3,3301,13,13001658,42930,2,312.0,156.0
1110,2019-11-02,2019-11-07,2,354,13,13001658,42900,1,245.0,245.0
1111,2019-12-04,2019-12-12,2,1817,13,13001658,42938,2,5358.0,2679.0
1112,2019-12-10,2019-12-14,2,731,13,13001658,42932,1,156.0,156.0
1113,2020-01-16,2020-01-20,2,2533,13,13001658,42890,2,1030.0,515.0
1114,2020-02-01,2020-02-06,3,1616,13,13001658,42923,2,1506.0,753.0
1151,2019-03-22,2019-03-27,3,476,13,13001658,42995,1,364.0,364.0
1152,2019-05-17,2019-05-22,1,649,13,13001658,43001,2,1250.0,625.0
1153,2019-07-19,2019-07-24,1,713,13,13001658,42964,2,5648.0,2824.0
1154,2019-11-27,2019-11-29,2,1397,13,13001658,42987,3,1368.0,456.0
1155,2020-01-11,2020-01-15,2,508,13,13001658,42972,3,8223.0,2741.0
1156,2020-02-03,2020-02-08,1,3053,13,13001658,42963,3,7065.0,2355.0
1157,2020-02-25,2020-02-27,2,1,13,13001658,42977,1,111.0,111.0
1158,2020-02-24,2020-02-28,2,416,13,13001658,43013,3,1062.0,354.0
1166,2019-04-22,2019-04-26,1,2962,13,13001658,43037,1,1137.0,1137.0
1167,2019-06-21,2019-06-23,2,1854,13,13001658,43037,2,2274.0,1137.0
1168,2020-04-08,2020-04-13,2,3001,13,13001658,43043,2,2318.0,1159.0
1169,2020-01-17,2020-01-19,2,74,13,13001658,42781,1,2098.8,2098.8
1170,2020-01-30,2020-02-04,2,208,13,13001658,42845,1,823.24,823.24
1171,2020-02-18,2020-02-21,2,1879,13,13001658,42846,2,5693.16,2846.58
1172,2020-02-29,2020-03-02,2,720,13,13001658,42848,2,3176.0,1588.0
1173,2020-04-29,2020-05-01,1,1549,13,13001658,42827,2,1024.76,512.38
1174,2020-03-23,2020-03-31,2,2699,13,13001658,42879,1,560.0,560.0
